index,sentence_1,sentence_2,calculated_similarity,actual_similarity
3019,shares of sco closed at 1093 down 28 cents in monday trading on the nasdaq stock market,ibm shares closed up 175 or 211 percent at 8450 on the new york stock exchange,0.8144289,0.467
3020,residents return to texas blast site,residents return to fallujah,0.5893544,0.467
3021,anima comes back even though they destroyed it in the queen of zombie hearts so they have to destroy it again,so cole and co get their mojo on to defeat the zombie of anima literally i kid out not,0.7952795,0.467
3022,kelly maria ripa is an american television host and actress ,the show starred faith ford and kelly ripa ,0.6140289,0.467
3023,rt dogsofgod i will fight for the unborn,abortion has nothing to do with feminism its about the babys body not yoursisright,0.56714696,0.467
3024,fiordiligi  upset by this development  decides to go to the army and find her betrothed ,martin decides to prove his quality  and goes off to find his own adventure ,0.68710476,0.467
3025,realdonaldtrump no more bush or hillary clinton,gop its time you recognize realdonaldtrump  this movement is real makeamericagreatagain,0.49686617,0.467
3026,dr hammerfield flushed with indignation and anger,without replying his face flushed with anger miguel stalked out,0.6605735,0.467
3027,297 days until i can register to vote1 year 193 days until election day rockthevote democrats everyvotecounts,i support bernie on account usa needs a new direction but if he loses in primary ill support hillary clinton sanders2016,0.58492327,0.467
3028,we are people who believe every child is entitled to life and liberty barackobama yet abortion is still legal,happy to hear the scotus blocked closing of 10 abortion clinics in tx until an appeal can be heard safelegalrare thinkprogress,0.6784919,0.467
3029,human rights are womens rights and womens rights are human rights  hillary clinton,chris christie for president hahahahaha i dont think so hillaryclinton clinton hilary,0.50171715,0.467
3030,a new castle county woman has become the first delaware patient to contract the west nile virus this year the states department of health reported,a 62yearold west babylon man has contracted the west nile virus the first human case in suffolk county this year according to the county health department,0.9096099,0.467
3031,a rock band is playing in a dimly lit bar,people are waiting in a line of a dimly lit restaurant with purple light,0.6746811,0.467
3032,a businessman walking down a city street,a businessman is hard at work,0.50630426,0.467
3033,andre luis neitzke  or simply andre  is a brazilian midfielder ,ivan mariz was a brazilian footballer in midfielder role ,0.7039663,0.467
3034,a man in a black and white striped shirt photographing a woman by a fountain,a man in jeans and a white shirt is creating a sculpture,0.8216825,0.441
3035,do a bit more exploring and they end up in this huge human sized dollhouse,dollhouse was creepy but i wouldnt call it terrifying,0.6050523,0.438
3036,americans of all pol parties are trusting you realdonaldtrump  we know you will put americafirst and makeamericagreatagain,just because you own a casino bankrupt doesnt mean your family didnt immigrate too america,0.7071786,0.438
3037,he could have been an interesting main character if the wolf gift actually challenged and changed him,the wolf gift is classic rice,0.5974408,0.438
3038,can the ghost of jacob grimm save the children from the baker,although jeremy can hear jacob grimm but not see,0.5574395,0.438
3039,colin_mcmanus7 2016 is the first election i can vote in and i am proudly voting for realdonaldtrump trumpforpresident,realdonaldtrump hell im from the uk and i believe realdonaldtrump would make an amazing world leader,0.6435193,0.438
3040,joel maturi has been the athletic director since 2002 ,his tenure concluded in 2002  and he was named music director emeritus of the philharmonic ,0.5952618,0.438
3041,you discover a little bit about their goals for humans the naturi and even their master their liege,danaus is a demonhuman vampire hunter that teams up with mira to fight the naturi,0.5808171,0.438
3042,twentysix of the counties are in the republic of ireland and six counties are in northern ireland ,the constituency covers the entirety of northern ireland ,0.70791966,0.438
3043,a young boy in a brown jacket playing with snow,two dogs are playing in the snow,0.6750857,0.438
3044,an older man in a blue plaid shirt is playing the bagpipes,a man with gray hair and a bear sits in a chair on the street with a guitar by his side,0.6585813,0.438
3045,so there are fire giants frost giants wolves and so much more can magnus and his friends prevent doomsday from coming,but for magnus death is just a new beginning,0.61162394,0.438
3046,bognor regis has two secondary schools  felpham community college and bognor regis community college ,bognor regis is a town in west sussex  england  uk ,0.41930908,0.438
3047,i enjoy that he casts johnny depp in almost all of his movies,johnny depp and orlando bloom are both extremely sexy,0.6121955,0.438
3048,a child dressed in blue with glasses,a small child opening up christmas presents,0.45982027,0.438
3049,lets agree that its not ok to kill a 7lbs baby in the uterus dwstweets dnc clinton2016 hillaryforia procompromise,andrea_provida or another hypocrisy are those who campaign for animal rights but are pro choice ,0.5060049,0.438
3050,a man in union carries an ax down the street,a woman with a cane carrying a bag walks along the sidewalk,0.59553397,0.438
3051,but for bryn davis death is only the start of her troubles,bryn was just hired on at a funeral home,0.54856694,0.438
3052,in the event of a negative answer to the first question,if the answer to that question is in the affirmative,0.8294334,0.438
3053,a man balancing a green ball on a pole for a crowd on the street,a male soccer player kicks the soccer ball with his right foot,0.6356785,0.438
3054,bald older man sits in gray stone area with bags clapping hands,a bald man in a grassy area is holding a hose while and older man looks on,0.7980163,0.438
3055,choice the oldsouls might have forgotten the choice they made to give themselves limitless lifetimes but ana knows the true cost of reincarnation,i will say the very last chapter with ana and sams reunion was sweet,0.5796657,0.438
3056,i am aware of some children who are scared by it,she is aware of a method to ensure children behave,0.65323216,0.438
