index,sentence_1,sentence_2,calculated_similarity,actual_similarity
2330,Khara is the adopted daughter of Hades.,Khara as a character is complex.,0.99849653,0.531
2331,"i like de niro, pacino, i like stanley tucci!",Due to the fact that Robert De Niro portrays the devil (in the film).,0.99649894,0.531
2332,Before he gets out of control.,Punk was out of control.,0.9982814,0.531
2333,Miranda and Caliban are kept under her father's finger through physical punishment and emotional manipulation.,"Like everything I've ever read by Carey, Miranda and Caliban is lush, eloquent, and swoon-worthy.",0.9982406,0.531
2334,and if start seeing a lot of things thru their eyes too.,as soon as you see his eyes start to wonder its already too late.,0.9974552,0.531
2335,Moca is the capital of Espaillat province in the Dominican Republic .,"The Dominican city of Pedernales is the capital of the province of Pedernales , in the Dominican Republic .",0.99903095,0.531
2336,My mom used to listen to Karen Carpenter often.,My sister and I used to sing that often.,0.9971934,0.531
2337,I watch the Real World because I like that show!!!,Go to MTV.com and find the REAL WORLD link.,0.99682236,0.531
2338,"In 2008 and 2009 , Paste was nominated for a National Magazine Award in the category of General Excellence .","In 2007 , he was nominated for the Group Executive of the Year award by Radio & Records magazine .",0.99878377,0.531
2339,The first recorded use of silver as a color name in English was in 1481 .,The first recorded use of the word lavender as a color term in English was in 1705 .,0.9997588,0.531
2340,"Regions having a subarctic climate are characterized by long , usually very cold winters , and short , cool to mild summers .","The Slovak climate lies between the temperate and continental climate zones with relatively warm summers and cold , cloudy and humid winters .",0.998582,0.531
2341,Mukda was never forecast to make landfall .,Mukda started in the Arabian Sea on September 21 .,0.9962249,0.531
2342,"@BillKristol GOP, Dems & Media are all scared of Trump. I am thoroughly enjoying the hand-wringing and hysterical name calling.",After every @realDonaldTrump interview I watch I get more pumped up for November 2016 when this country can be made great again.,0.9976697,0.531
2343,What a great day to argue the benefits of making abortion legal,"How can you be ""against abortion"" and also want to take away all the free birth control clinics for the poor? How?",0.9981207,0.531
2344,If Question 4 is answered in the affirmative:,If the answer to Question 1 is in the affirmative:,0.9991704,0.531
2345,"Szell is also credited with giving the orchestra its distinct , European sound .",Szell then improved the orchestra during the 24 years he was with them .,0.9962354,0.531
2346,"Some men would find blondes, redheads, or even gray hair sexy.",That sounds great. May the beauty of gray hair be with you.,0.9983235,0.531
2347,"Bravo, Neal Shusterman, for once again awing us with an epic story that will stick with most of us for the rest of our lives.",Do you know why Neal Shusterman is one of my favourite authors?,0.9988678,0.531
2348,Dracula Night by Charlaine Harris Sookie Stackhouse is invited to a party where the guest of honor would like a taste of her.,"I certainly enjoyed the Sookie Stackhouse ""Dracula Night"" by Charlaine Harris.",0.9987961,0.531
2349,I admire how real and unapologetic Donald Trump is on his Political standpoints,Hey at @realDonaldTrump I'll vote for you if you adopt me!,0.99847925,0.531
2350,A woman smoking a cigarette plays guitar.,a older woman in a cowboy hat smoking a cigarette.,0.9990001,0.531
2351,A woman dressed in dark colors pushing someone in a wheelchair.,A young boy pushes a large man in a wheelchair.,0.99939764,0.531
2352,a white dog jumping in green grass by a brickwall and a stream of water,A dog is jumping over a stream of water on a sandy beach.,0.9991747,0.531
2353,Blond woman in a tunnel.,The couple kissing is near a blond woman.,0.99730927,0.531
2354,He received the society 's Darwin Medal in 1922 .,"In 1967 , Sturtevant received the National Medal of Science .",0.99751973,0.531
2355,"Victoria 's son , Edward VII , and , in turn , his son , George V , reigned as members of this house .",George V was the last king of Hanover and a member of the German branch of the House of Hanover .,0.99514353,0.531
2356,"Jessamy is the teacher of angelic young, a library, and the keeper of angelic knowledge/archives.","It's the courting story of Refuge's historian, Jessamy and Galen, weapon-master and one of Raphael's seven.",0.9984952,0.531
2357,This strange man is a lot more sinister than he seems at first and soon Rudger and Amanda are fighting for their lives.,Tragedy strikes when Amanda and Rudger are trying to get away from Mr. Bunting and get hit by a car.,0.99929976,0.531
2358,A woman standing outside painting a picture of the view.,A male paused in thought while painting a picture.,0.99867964,0.531
2359,A man is about to land on the ground after parachuting at a blue angels air show.,A man is in a large field pulling on a string that is attached to a hot air balloon.,0.99873227,0.531
2360,"`` Pecan '' is from an Algonquian word , meaning a nut requiring a stone to crack .","The word ` megalith ' comes from the Ancient Greek megas meaning great , and lithos meaning stone .",0.9991147,0.531
2361,"Heading on up to South Park, gonna see if I can't unwind.","Will South Park be the same, or will it change?",0.99864733,0.531
2362,3 women are sitting down posing for a picture.,Old man poses for picture in front of construction site.,0.9968486,0.531
2363,"I met a girl on the phone, we become very good friends.",Have you ever met the man you speak to on the phone?,0.99894214,0.531
2364,Older man and woman are in costume on stage during a performance.,An old man is standing before a crowd to perform a feat.,0.99875945,0.531
2365,Three dogs standing in snow next to a blue fence.,Three dogs play in the shallows next to a rocky shore.,0.9985501,0.531
2366,"Good morning Patriots, let us continue to Pray for this great Nation and the #UnBorn on this great day God has given us!! #ccot","We all have a duty to protect the sanctity of life...from the first cell division, to the last. #ProtectLife #pjnet #ctot #ccot",0.9961555,0.531
2367,Partly upheld the opposition Decision of the Board of Appeal:,Rejected the opposition in its entirety Decision of the Board of Appeal:,0.9995968,0.531
2368,The Finnish Santa Claus lives in Korvatunturi but Santa 's Official Post Office is situated in Rovaniemi at the Arctic circle .,"There is a theme park in Rovaniemi , which is near Korvatunturi , called Santa Claus Village .",0.9996902,0.531
2369,Everything about Frosty and Milla made it my favorite out of the four.,A Mad Zombie Party is through the perspective's of Frosty and Milla.,0.99719405,0.531
2370,See more about the Hydraulis and its further development in pipe organ .,A hydraulis is an early type of pipe organ that was powered by water .,0.99790645,0.531
2371,#ProLifeYouth know that life begins at conception.,It's so brilliant that #lovewins - now extend the equality to women's rights #abortionrights,0.99843264,0.531
2372,A man wearing a jacket and jeans taking a picture of a spaceman in the city.,A man wearing a winter jacket is taking a picture.,0.99955845,0.531
2373,I first saw then band on an episode of Monk.,Believe me when I say I saw that episode.,0.9931674,0.531
2374,A toddler with a blue scarf wrapped on his head plays with a wooden toy.,"A toddler sticks paper ""P"" letters to a wood paneled wall.",0.99379086,0.531
2375,Rescuers scour debris after India buildings collapse,Select images from Bangladesh building collapse,0.99769723,0.531
2376,Why is is that younger men like older women?,Why don't young men like older women?,0.98876137,0.531
2377,"Enzymes are known to catalyze about 4,000 biochemical reactions .",Almost all biochemical reactions in living things require enzymes .,0.9966533,0.531
2378,We live in a world where people care more about religious rights than consent & reproductive rights....,"In #scotus majority opinion, substitute abortion for capital punishment, and you have the opinion for the Texas clinic case.",0.9969277,0.531
2379,Every sentence must contain formal words to designate what Husserl calls `` formal categories '' .,Husserl also identifies a series of `` formal words '' which are necessary to form sentences and have no sensible correlates .,0.9988784,0.531
2380,"Caesar salad , Chef salad , Cobb salad , Greek salad and Michigan salad are types of dinner salad .",Several other early chef salad recipes mention crumbling Roquefort cheese over the salad .,0.9977824,0.531
2381,"It's time that we move from good words 2 good works, from sound bites 2 sound solutions HILLARY CLINTON #HillaryClinton",& I bet that @HillaryClinton is thee best choice for President in 2016she's the next best one for the people #Vote,0.99825454,0.531
2382,@UCBerkeley No Such Thing As An Unforced #ProlifeYouth,@bethanyshondark do you mean Bristol? She was just being honest about her feelings - many can relate - hope they choose life too!,0.9901508,0.531
2383,"More fun still, there wasn't even a desk.","even better, there wasn't even a table.",0.99975765,0.531
2384,This story is a little departure from the first book in the series Bitten in that this story is not only about vampires.,"Other races like vampires and shamans exist and communicate with each other, mostly to prevent their outing.",0.99808,0.531
2385,A black dog runs along the grass.,A dog with a muzzle in the grass and sunlight.,0.99832934,0.531
2386,"Iraj Mirza , son of Gholam Hossein Mirza , was a famous Iranian poet .","Andrew Barton `` Banjo '' Paterson was a famous Australian bush poet , journalist and author .",0.9981631,0.531
